Category,Subcategory,Viewercount,timestamp_of_extraction
ShooterFPS,VALORANT,1530,2024-03-21T13:48:22Z
MOBAAction,Dota 2,1520,2024-03-21T13:48:22Z
ShooterBattle Royale,Fortnite,1330,2024-03-21T13:48:22Z
ShooterTactical,Counter-Strike 2,1100,2024-03-21T13:48:22Z
Gambling,Slots & Casino,11750,2024-03-21T13:53:22Z
ShooterFPS,PUBG: Battlegrounds,8490,2024-03-21T13:53:22Z
IRL,Just Chatting,6830,2024-03-21T13:53:22Z
Shooter,Call of Duty: Warzone,5250,2024-03-21T13:53:22Z
MOBAAction,League of Legends ,2920,2024-03-21T13:53:22Z
StrategyCard & Board Game,Teamfight Tactics,1830,2024-03-21T13:53:22Z
ShooterFPS,VALORANT,1550,2024-03-21T13:53:22Z
PuzzleIndie,Poly Bridge 3,1430,2024-03-21T13:53:22Z
ShooterBattle Royale,Fortnite,1330,2024-03-21T13:53:22Z
RPGMMO,Old School RuneScape,1120,2024-03-21T13:53:22Z
Gambling,Slots & Casino,11950,2024-03-21T13:58:23Z
ShooterFPS,PUBG: Battlegrounds,8440,2024-03-21T13:58:23Z
IRL,Just Chatting,7650,2024-03-21T13:58:23Z
Shooter,Call of Duty: Warzone,5300,2024-03-21T13:58:23Z
MOBAAction,League of Legends ,2900,2024-03-21T13:58:23Z
StrategyCard & Board Game,Teamfight Tactics,1850,2024-03-21T13:58:23Z
ShooterFPS,VALORANT,1540,2024-03-21T13:58:23Z
